"Position","Name","Appearance","MinutesPlayed","Height","Weight","Rating","TotalShots","OutsideBoxShot","SixYardShot","PenaltyYardShot","TotalGoal","OutsideBoxGoal","SixYardGoal","PenaltyYardGoal","TotalDribble","DribbleLost","DribbleWon","Turnovers","Dispossessed","TotalAerialDuel","AerialWon","AerialLost","TotalTackleWon","TotalTackleAttempt","DribbledPast","TotalInterception","FoulAgainst","FoulCommitted","YellowCard","RedCard","Offside","TotalClearance","ShotsBlocked","CrossesBlocked","PassesBlocked","TotalSaves","SixYardSave","PenaltyAreaSave","OutsideBoxSave","TotalPass","AccLongBall","InaccLongBall","AccShortPass","InaccShortPass","TotalKeyPass","LongKeyPass","ShortKeyPass","TotalAssist","CrossAssist","CornerAssist","ThroughBallAssist","FKAssist","ThrowInAssist","OtherAssist","TotalAccCrosses","TotalAccThroughBall","OwnGoal"
"CentreBack",NA,4,150,194,89,6.61,2,1,1,0,0,0,0,0,2,0,2,0,0,5,2,3,1,1,0,7,0,2,1,0,0,5,1,0,0,0,0,0,0,137,13,1,114,9,1,0,1,0,0,0,0,0,0,0,0,0,1
"LeftBack",NA,5,335,178,72,6.65,4,4,0,0,0,0,0,0,2,0,2,2,4,5,3,2,12,15,3,5,5,4,0,0,1,11,2,8,5,0,0,0,0,94,4,9,69,12,2,0,2,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,2,6,178,77,5.96,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,7,630,191,77,7.17,5,0,1,4,1,0,1,0,0,0,0,1,0,56,39,17,4,7,3,8,3,5,2,0,0,53,2,0,2,0,0,0,0,232,16,23,157,36,0,0,0,0,0,0,0,0,0,0,2,1,0
"CentreBack",NA,18,1544,191,77,6.77,20,0,10,10,1,0,1,0,13,4,9,13,7,135,100,35,21,28,7,20,9,24,3,0,1,94,19,4,8,0,0,0,0,799,62,97,525,115,2,0,2,0,0,0,0,0,0,0,4,0,0
"Goalkeeper",NA,1,90,190,85,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,0,25,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,1,90,190,85,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,1,22,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,15,644,190,96,6.6,1,1,0,0,0,0,0,0,4,1,3,0,0,35,23,12,17,19,2,7,1,6,0,0,0,46,3,2,5,0,0,0,0,258,12,26,196,24,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,24,2025,190,96,7.07,27,4,0,23,5,0,0,5,4,2,2,7,4,125,87,38,16,20,4,28,6,17,3,0,0,91,9,2,4,0,0,0,0,1775,91,67,1522,95,4,0,4,0,0,0,0,0,0,0,24,0,0
"CentreBack",NA,23,1918,190,96,6.87,17,5,3,9,1,0,0,1,7,3,4,8,3,94,66,28,30,37,7,36,8,9,0,0,2,122,10,8,5,0,0,0,0,736,37,63,555,81,1,0,1,1,0,0,0,0,0,1,14,0,0
"CentreBack",NA,34,2888,190,96,7.12,20,9,1,10,1,0,1,0,27,5,22,15,17,141,109,32,51,59,8,61,21,19,1,0,1,232,23,15,19,0,0,0,0,1021,85,91,714,131,6,0,6,0,0,0,0,0,0,0,54,7,0
"CentreBack",NA,9,247,190,96,6.23,1,0,0,1,0,0,0,0,6,1,5,2,1,7,5,2,8,8,0,5,2,2,0,0,0,11,1,1,0,0,0,0,0,128,8,12,95,13,1,0,1,1,0,0,0,0,0,1,0,0,0
"CentreBack",NA,28,2344,190,96,6.91,15,1,1,13,0,0,0,0,12,4,8,12,5,144,106,38,23,30,7,58,14,30,6,0,1,112,14,4,8,0,0,0,0,2080,139,110,1701,130,1,0,1,0,0,0,0,0,0,0,0,3,0
"CentreBack",NA,32,2613,190,96,6.78,19,3,2,14,2,0,1,1,8,1,7,17,13,150,98,52,32,39,7,54,15,20,3,1,2,120,12,6,15,0,0,0,0,1442,103,98,1103,138,6,1,5,2,0,0,0,0,0,2,0,0,0
"CentreBack",NA,7,630,185,70,6.8,4,1,1,2,0,0,0,0,4,0,4,2,0,21,12,9,11,11,0,10,9,7,2,0,2,31,4,2,1,0,0,0,0,347,17,18,283,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,5,284,185,70,6.65,2,0,0,2,0,0,0,0,1,0,1,4,0,14,11,3,9,10,1,6,4,4,2,0,0,29,7,1,2,0,0,0,0,127,5,13,95,14,1,0,1,0,0,0,0,0,0,0,0,0,1
"CentreBack",NA,30,2584,185,70,6.77,14,1,6,7,3,0,2,1,4,0,4,9,2,165,107,58,27,39,12,38,8,30,4,0,5,158,35,1,15,0,0,0,0,827,52,71,586,118,7,1,6,1,0,0,0,0,0,1,18,0,0
"CentreBack",NA,5,234,185,70,6.61,2,0,0,2,0,0,0,0,0,0,0,0,1,18,14,4,3,3,0,4,1,5,2,0,0,21,6,0,0,0,0,0,0,115,7,11,86,11,2,1,1,0,0,0,0,0,0,0,3,0,0
"LeftMidfield",NA,5,114,172,64,6.14,2,0,0,2,0,0,0,0,4,3,1,1,1,0,0,0,3,3,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,34,0,1,31,2,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,1,13,196,70,5.97,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,27,1763,180,73,6.67,8,6,0,2,0,0,0,0,26,13,13,20,17,59,31,28,40,64,24,48,21,23,2,1,0,65,2,12,21,0,0,0,0,1081,41,79,812,149,20,2,18,3,1,0,0,0,0,2,14,0,0
"RightBack",NA,10,858,180,73,6.93,3,3,0,0,0,0,0,0,13,9,4,15,6,31,19,12,24,37,13,17,11,10,1,0,0,28,3,10,7,0,0,0,0,545,16,34,429,66,3,0,3,1,1,0,0,0,0,0,3,0,0
"RightBack",NA,5,326,180,73,6.3,0,0,0,0,0,0,0,0,1,1,0,1,3,11,7,4,17,21,4,4,2,4,0,2,0,10,6,3,1,0,0,0,0,125,2,8,97,18,1,1,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,34,3033,180,73,6.84,12,9,0,3,0,0,0,0,43,19,24,23,27,137,69,68,92,138,46,60,24,31,1,0,0,102,13,42,47,0,0,0,0,1638,73,136,1153,276,12,2,10,2,0,0,0,0,0,2,10,0,0
"RightBack",NA,31,2718,180,73,6.93,20,14,0,6,1,0,0,1,37,11,26,20,30,102,64,38,76,124,48,41,22,25,5,0,0,115,16,19,32,0,0,0,0,1392,89,100,988,215,23,3,20,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,33,2943,178,70,7.19,21,11,0,10,1,0,0,1,44,27,17,33,22,77,52,25,87,112,25,92,30,29,7,0,3,106,5,20,22,0,0,0,0,1250,77,106,903,164,34,8,26,3,1,0,0,0,0,2,3,3,0
"RightBack",NA,33,2777,178,70,6.96,21,19,0,2,1,1,0,0,34,16,18,25,12,70,45,25,40,54,14,36,14,15,3,0,4,50,5,8,14,0,0,0,0,2389,117,86,2035,151,24,2,22,1,0,0,0,0,0,1,0,0,0
"RightBack",NA,24,1947,178,70,6.77,10,10,0,0,1,1,0,0,41,17,24,16,17,41,27,14,29,37,8,14,11,25,1,0,1,22,7,6,12,0,0,0,0,1733,88,45,1475,125,8,3,5,1,0,0,0,0,24,0,2,0,1
"RightBack",NA,15,1307,178,70,6.97,6,6,0,0,0,0,0,0,22,8,14,15,16,50,26,24,36,44,8,36,10,15,3,0,0,42,3,6,12,0,0,0,0,755,36,52,568,99,11,0,11,0,0,0,0,0,0,0,6,0,0
"RightBack",NA,29,2398,178,70,6.9,14,10,1,3,1,0,0,1,31,8,23,22,15,63,30,33,28,45,17,28,15,27,5,0,3,35,6,7,9,0,0,0,0,1939,125,68,1592,154,18,0,18,4,2,0,0,0,0,2,0,0,0
"RightBack",NA,33,2704,178,70,7.2,19,7,0,12,0,0,0,0,65,30,35,25,28,88,60,28,72,90,18,38,33,36,8,0,3,94,7,9,24,0,0,0,0,1464,111,82,1058,213,39,1,38,5,3,0,0,0,0,2,26,0,0
"RightBack",NA,32,2787,178,70,7.05,13,8,0,5,0,0,0,0,38,12,26,32,18,103,70,33,47,60,13,29,19,17,2,1,2,67,2,8,19,0,0,0,0,2362,87,83,1986,206,30,3,27,6,0,0,0,0,0,6,3,0,0
"RightBack",NA,3,188,173,62,7.28,0,0,0,0,0,0,0,0,8,4,4,3,5,6,2,4,5,7,2,3,4,1,0,0,0,6,0,2,2,0,0,0,0,97,3,1,77,16,3,0,3,2,0,0,0,0,0,2,3,0,0
"RightBack",NA,3,242,173,62,6.77,1,1,0,0,0,0,0,0,7,2,5,3,3,7,2,5,8,12,4,3,5,1,0,0,1,5,2,0,2,0,0,0,0,185,4,7,158,16,2,0,2,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,30,2649,173,62,6.84,18,5,0,13,0,0,0,0,65,19,46,37,49,57,16,41,83,106,23,38,42,33,4,0,7,51,10,14,31,0,0,0,0,1323,32,62,1038,191,16,1,15,2,1,0,0,0,0,1,3,0,0
"RightBack",NA,6,374,173,62,6.95,2,1,1,0,0,0,0,0,11,2,9,3,3,12,3,9,7,8,1,4,10,4,1,0,1,4,1,2,4,0,0,0,0,188,3,5,153,27,7,1,6,3,0,0,0,0,0,3,4,0,0
"RightBack",NA,10,704,173,62,6.86,2,1,0,1,0,0,0,0,19,2,17,9,6,21,7,14,13,23,10,14,21,6,1,0,1,17,3,4,7,0,0,0,0,347,10,24,257,56,4,1,3,0,0,0,0,0,0,0,2,1,0
"CentreBack",NA,15,1315,189,90,7.27,10,0,1,9,2,0,1,1,4,0,4,6,3,81,49,32,27,33,6,32,4,5,0,0,1,138,10,3,8,0,0,0,0,401,30,84,221,66,5,1,4,1,0,0,0,0,0,1,14,3,0
"CentreBack",NA,30,2545,189,90,6.75,17,1,4,12,1,0,1,0,17,3,14,11,8,121,78,43,30,37,7,44,9,14,4,0,2,198,22,6,7,0,0,0,0,787,52,124,489,122,2,0,2,0,0,0,0,0,0,0,30,0,0
"CentralMidfield",NA,1,76,185,78,7.06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,6,4,0,0,2,0,0,0,3,0,0,2,0,0,0,0,54,3,3,37,11,2,1,1,1,1,0,0,1,0,0,0,0,0
"CentreForward",NA,33,1811,191,91,6.58,25,4,4,17,6,0,1,5,26,14,12,61,39,271,127,144,14,32,18,11,16,28,1,0,6,35,3,1,12,0,0,0,0,482,5,3,270,204,14,0,14,1,0,0,0,0,0,1,33,0,0
"CentreForward",NA,23,1062,191,91,6.22,30,2,0,28,0,0,0,0,15,10,5,41,31,172,81,91,6,9,3,2,9,19,1,0,7,8,0,0,9,0,0,0,0,274,3,0,161,110,9,0,9,1,0,0,0,0,0,1,7,0,0
"CentreBack",NA,25,2227,186,75,7.08,9,1,2,6,2,0,2,0,3,1,2,12,4,141,80,61,42,56,14,55,26,14,4,0,2,134,15,4,13,0,0,0,0,1745,111,55,1442,137,7,0,7,0,0,0,0,0,0,0,8,0,0
"CentreBack",NA,17,1330,186,75,6.92,5,0,1,4,3,0,1,2,1,0,1,4,3,53,25,28,19,25,6,30,14,9,1,0,0,70,15,2,5,0,0,0,0,891,59,23,760,49,2,1,1,0,0,0,0,0,0,0,5,3,0
"CentreBack",NA,33,2824,186,75,7.25,9,2,3,4,2,0,1,1,5,1,4,13,1,195,117,78,49,68,19,90,25,19,4,1,2,202,22,4,8,0,0,0,0,1666,74,59,1391,142,3,0,3,0,0,0,0,0,0,0,10,3,0
"CentreBack",NA,27,2288,186,75,7.4,8,0,0,8,3,0,0,3,9,2,7,8,5,150,86,64,34,48,14,95,17,19,4,0,3,159,18,7,16,0,0,0,0,1157,66,39,962,90,2,0,2,0,0,0,0,0,0,0,0,3,0
"CentreBack",NA,33,2847,186,75,7.48,19,1,6,12,4,0,3,1,11,1,10,17,12,161,104,57,47,61,14,126,26,31,3,0,1,186,27,8,14,0,0,0,0,1692,83,82,1389,138,8,2,6,0,0,0,0,0,0,0,13,7,0
"RightWinger",NA,12,1013,175,65,6.8,12,4,2,6,2,0,2,0,35,14,21,20,28,18,7,11,18,35,17,14,19,17,4,0,2,8,0,4,15,0,0,0,0,334,8,14,249,63,8,1,7,0,0,0,0,0,0,0,0,1,0
"RightWinger",NA,19,935,175,65,6.67,16,4,1,11,2,0,0,2,38,18,20,25,19,13,2,11,26,39,13,16,11,10,0,0,0,9,1,4,13,0,0,0,0,437,11,13,344,69,20,1,19,1,0,0,0,0,0,1,4,0,0
"RightWinger",NA,1,45,175,65,6.14,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,29,1,0,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,19,1469,188,83,6.97,17,3,4,10,2,0,0,2,12,0,12,17,7,109,56,53,53,84,31,23,11,11,1,0,1,29,6,5,29,0,0,0,0,607,15,11,467,114,7,0,7,0,0,0,0,0,0,0,2,0,0
"DefensiveMidfield",NA,38,2795,188,83,6.68,20,3,2,15,4,0,1,3,21,5,16,31,11,180,96,84,68,107,39,38,9,31,5,0,0,61,12,3,27,0,0,0,0,1324,66,33,1037,188,9,1,8,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,33,2501,188,83,6.65,31,6,1,24,1,0,0,1,13,6,7,30,11,147,85,62,54,83,29,27,12,31,4,0,4,48,16,4,23,0,0,0,0,1203,44,27,984,148,17,0,17,0,0,0,0,0,0,0,3,0,0
"CentralMidfield",NA,31,2418,187,77,6.63,32,22,0,10,1,0,0,1,48,23,25,21,19,50,26,24,48,73,25,56,12,36,8,0,2,53,3,12,23,0,0,0,0,1133,93,108,786,146,16,7,9,0,0,0,0,0,0,0,25,0,0
"CentralMidfield",NA,11,554,187,77,6.34,5,5,0,0,0,0,0,0,7,2,5,11,5,17,7,10,15,29,14,15,3,13,2,0,0,9,2,0,3,0,0,0,0,145,9,15,88,33,1,1,0,0,0,0,0,0,0,0,3,0,0
"CentralMidfield",NA,19,981,187,77,6.54,17,11,0,6,0,0,0,0,17,9,8,12,12,21,6,15,25,41,16,14,5,15,1,0,1,18,0,8,7,0,0,0,0,576,35,57,418,66,17,4,13,5,3,0,0,0,0,2,2,0,0
"LeftWinger",NA,31,2016,171,61,6.54,41,10,1,30,5,1,1,3,53,24,29,51,33,19,2,17,22,54,32,9,11,14,0,0,4,6,1,2,15,0,0,0,0,710,40,23,489,158,42,6,36,3,2,0,0,31,0,1,0,3,0
"LeftWinger",NA,35,2622,171,61,6.8,58,26,1,31,5,2,0,3,68,29,39,67,60,26,4,22,33,59,26,26,32,27,2,0,5,3,2,4,32,0,0,0,0,998,57,25,729,187,50,10,40,5,3,1,0,0,0,2,0,0,0
"DefensiveMidfield",NA,8,640,178,76,6.49,4,4,0,0,0,0,0,0,4,1,3,3,6,13,7,6,13,30,17,20,9,14,4,0,0,9,6,1,8,0,0,0,0,281,43,16,171,51,2,0,2,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,31,2217,178,76,6.59,11,9,0,2,0,0,0,0,14,1,13,12,26,51,26,25,57,107,50,52,16,40,8,0,0,31,18,3,20,0,0,0,0,929,65,51,638,175,23,6,17,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,28,2358,178,76,6.83,10,10,0,0,1,1,0,0,20,10,10,12,16,68,28,40,76,133,57,68,20,54,14,0,0,66,11,9,26,0,0,0,0,1102,89,62,801,150,12,2,10,0,0,0,0,0,0,0,6,3,0
"RightWinger",NA,13,387,180,70,6.4,5,3,0,2,1,1,0,0,10,2,8,6,14,13,5,8,15,19,4,6,6,4,0,0,0,3,0,2,5,0,0,0,0,177,9,5,143,20,6,1,5,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,15,466,180,70,6.27,4,1,0,3,0,0,0,0,8,2,6,4,6,15,5,10,15,26,11,4,11,5,0,0,0,2,0,1,5,0,0,0,0,199,12,7,148,32,7,2,5,1,1,0,0,15,0,0,0,0,0
"RightWinger",NA,7,132,180,70,5.98,1,0,0,1,0,0,0,0,2,0,2,4,3,6,2,4,2,3,1,2,2,1,0,0,0,0,0,0,3,0,0,0,0,67,0,3,55,9,2,0,2,0,0,0,0,0,0,0,1,0,0
"RightWinger",NA,3,91,180,70,5.74,2,0,0,2,0,0,0,0,4,3,1,2,1,2,0,2,2,4,2,0,0,2,0,0,0,1,0,0,2,0,0,0,0,39,2,4,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,28,2520,193,83,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1,1,0,2,0,1,0,0,34,0,0,0,91,1,49,41,881,338,370,170,3,0,0,0,0,0,0,0,0,0,0,48,8,0
"Goalkeeper",NA,3,270,193,83,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,6,2,78,27,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,4,229,178,73,6.21,0,0,0,0,0,0,0,0,1,0,1,3,0,3,3,0,9,9,0,1,0,4,1,0,0,11,1,0,0,0,0,0,0,65,1,10,36,18,1,0,1,0,0,0,0,0,0,0,1,0,0
"RightBack",NA,20,1543,178,73,6.54,1,1,0,0,0,0,0,0,3,0,3,8,3,56,30,26,39,51,12,18,6,15,4,0,0,53,12,7,6,0,0,0,0,342,21,49,185,87,2,1,1,0,0,0,0,0,0,0,8,0,0
"SecondStriker",NA,6,289,180,74,6.5,5,1,0,4,0,0,0,0,12,6,6,6,5,14,4,10,6,11,5,2,8,2,1,0,0,1,0,0,7,0,0,0,0,116,4,1,81,30,7,0,7,0,0,0,0,0,0,0,1,0,0
"LeftBack",NA,2,31,166,0,6.02,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,19,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,32,2822,170,74,6.99,15,9,0,6,2,0,0,2,24,12,12,7,12,61,27,34,63,89,26,45,29,35,4,0,0,65,6,18,25,0,0,0,0,1308,76,108,990,134,46,6,40,3,2,0,0,0,0,1,6,0,0
"LeftBack",NA,22,1910,170,74,6.73,7,3,0,4,2,0,0,2,14,6,8,9,10,34,14,20,25,30,5,25,17,7,1,0,1,47,6,9,12,0,0,0,0,754,28,48,576,102,24,5,19,3,1,1,0,0,0,2,0,0,0
"LeftBack",NA,31,2774,170,74,7.26,22,16,0,6,2,0,0,2,53,25,28,17,16,52,19,33,53,68,15,45,49,22,4,0,7,88,7,24,23,0,0,0,0,1521,69,94,1208,150,70,11,59,9,7,1,1,62,0,1,3,3,0
"LeftBack",NA,18,1477,170,74,6.86,9,6,0,3,2,0,0,2,9,5,4,9,11,26,9,17,34,49,15,29,21,6,0,0,4,42,6,11,25,0,0,0,0,756,57,58,564,77,22,8,14,1,1,0,0,0,0,0,5,2,0
"LeftBack",NA,6,376,170,74,6.29,2,2,0,0,0,0,0,0,1,1,0,1,1,5,2,3,8,10,2,2,1,2,0,0,1,7,0,1,2,0,0,0,0,191,7,10,150,24,4,3,1,0,0,0,0,0,0,0,0,1,0
"LeftBack",NA,8,402,170,74,6.53,1,1,0,0,0,0,0,0,4,2,2,3,2,12,5,7,10,12,2,5,4,1,0,0,0,10,2,4,3,0,0,0,0,155,3,5,131,16,7,2,5,0,0,0,0,0,0,0,4,2,0
"CentreForward",NA,7,130,185,80,6.13,9,1,0,8,0,0,0,0,3,2,1,4,4,4,1,3,1,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,2,1,43,11,2,0,2,1,0,0,0,0,0,1,0,0,0
"CentreBack",NA,8,591,190,88,6.5,1,0,0,1,1,0,0,1,1,1,0,9,2,23,13,10,12,13,1,17,2,5,2,0,1,32,3,0,2,0,0,0,0,216,15,27,149,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,25,1528,168,64,6.58,5,5,0,0,0,0,0,0,19,3,16,25,25,21,9,12,41,68,27,62,18,14,4,0,0,17,6,3,12,0,0,0,0,1000,16,18,864,102,4,0,4,0,0,0,0,0,0,0,2,0,0
"CentralMidfield",NA,16,1176,168,64,6.43,0,0,0,0,0,0,0,0,9,3,6,5,10,9,7,2,23,41,18,20,9,6,3,0,0,19,5,2,7,0,0,0,0,725,20,14,628,63,2,1,1,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,9,537,168,64,6.57,0,0,0,0,0,0,0,0,7,3,4,4,5,11,6,5,18,24,6,11,8,4,1,0,0,6,5,0,6,0,0,0,0,351,15,4,301,31,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,5,305,168,64,6.26,0,0,0,0,0,0,0,0,1,1,0,2,3,4,0,4,6,9,3,1,1,7,1,0,0,1,1,0,2,0,0,0,0,137,2,1,125,9,0,0,0,0,0,0,0,0,0,0,1,0,0
"CentreForward",NA,2,33,188,95,5.91,1,0,0,1,0,0,0,0,0,0,0,1,0,5,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,21,1276,173,67,6.71,28,7,0,21,2,0,0,2,23,10,13,16,24,34,11,23,21,38,17,15,19,17,0,0,1,24,0,10,10,0,0,0,0,726,24,24,582,96,16,1,15,2,0,0,0,0,0,2,0,0,0
"CentralMidfield",NA,9,218,173,67,6.09,3,0,0,3,0,0,0,0,4,4,0,4,3,8,1,7,3,7,4,1,6,2,0,0,0,1,0,4,1,0,0,0,0,142,4,1,117,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,4,19,188,89,6.12,1,0,0,1,0,0,0,0,3,0,3,1,3,9,3,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,0,11,2,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,29,970,188,89,6.6,34,4,7,23,6,0,3,3,21,10,11,36,36,156,53,103,27,47,20,7,18,20,0,0,6,21,1,2,13,0,0,0,0,398,6,7,274,111,14,1,13,2,0,0,0,0,0,2,0,0,0
"CentreForward",NA,10,262,188,89,6.27,2,0,1,1,1,0,1,0,4,1,3,21,9,63,23,40,3,9,6,1,3,7,0,0,4,3,0,0,1,0,0,0,0,120,0,1,86,33,7,0,7,0,0,0,0,0,0,0,0,1,0
"CentreForward",NA,37,2409,188,89,6.85,49,5,8,36,11,0,4,7,40,26,14,83,73,364,122,242,51,81,30,15,35,67,3,0,12,38,5,1,38,0,0,0,0,899,14,13,640,232,36,0,36,3,0,0,0,0,0,3,41,0,0
"CentreForward",NA,16,435,188,89,6.34,11,1,4,6,1,0,1,0,9,6,3,24,16,113,48,65,11,21,10,3,5,20,0,0,4,8,0,1,5,0,0,0,0,233,2,4,159,68,2,0,2,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,11,759,188,79,6.85,5,3,0,2,0,0,0,0,11,6,5,8,10,30,22,8,21,34,13,13,14,14,2,0,0,15,2,1,13,0,0,0,0,441,27,18,344,52,8,0,8,2,0,0,0,0,0,2,0,0,1
"DefensiveMidfield",NA,20,1399,188,79,6.67,12,4,2,6,1,0,1,0,32,6,26,28,20,64,42,22,44,61,17,12,26,28,5,0,1,23,4,1,14,0,0,0,0,632,43,30,469,90,10,0,10,1,1,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,29,2368,188,79,7.27,54,32,4,18,6,2,1,3,79,20,59,42,53,126,76,50,60,85,25,30,52,32,4,0,1,26,3,2,22,0,0,0,0,1013,68,33,741,171,48,5,43,2,0,0,0,0,0,2,41,0,0
"DefensiveMidfield",NA,34,2405,188,79,6.84,36,15,4,17,6,0,4,2,48,9,39,30,46,119,75,44,55,90,35,23,50,48,9,0,1,48,8,3,22,0,0,0,0,1228,96,53,914,165,18,2,16,2,1,0,1,0,0,0,34,0,0
"LeftWinger",NA,32,2423,184,75,7.54,57,20,2,35,10,2,1,7,132,47,85,81,64,30,16,14,27,41,14,13,27,24,4,0,7,6,1,0,21,0,0,0,0,1091,14,5,905,167,58,5,53,15,6,3,1,0,0,8,6,0,1
"LeftWinger",NA,26,1788,184,75,7.06,33,4,1,28,5,0,0,5,95,42,53,53,45,39,19,20,35,54,19,16,17,14,4,0,12,5,1,4,23,0,0,0,0,691,8,9,554,120,35,3,32,3,0,0,0,0,0,3,5,3,0
"LeftWinger",NA,31,1867,184,75,7.26,56,20,5,31,10,0,1,9,103,48,55,70,43,33,10,23,24,45,21,8,14,9,1,0,18,2,2,0,19,0,0,0,0,847,4,6,711,126,40,5,35,10,3,0,1,0,0,6,19,6,0
"LeftWinger",NA,1,11,184,75,6.23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,1,25,170,66,6.25,1,0,0,1,0,0,0,0,3,2,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,27,1346,175,71,6.31,9,8,0,1,0,0,0,0,38,14,24,26,19,26,12,14,27,64,37,17,11,23,5,0,0,15,5,2,12,0,0,0,0,720,42,35,525,118,11,5,6,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,13,722,175,71,6.36,4,3,0,1,0,0,0,0,16,6,10,12,9,15,5,10,13,24,11,8,5,12,2,0,0,7,2,0,6,0,0,0,0,392,23,20,303,46,2,0,2,0,0,0,0,0,0,0,1,1,0
"CentralMidfield",NA,6,431,175,71,6.75,5,5,0,0,0,0,0,0,10,8,2,4,5,12,1,11,10,15,5,7,3,2,1,0,0,2,3,2,4,0,0,0,0,279,28,11,208,32,6,1,5,2,0,0,1,0,0,1,1,1,1
"CentralMidfield",NA,29,2239,175,71,6.73,18,16,0,2,0,0,0,0,67,17,50,37,39,41,14,27,67,110,43,35,20,33,5,0,1,21,12,4,21,0,0,0,0,1228,107,69,868,184,28,7,21,2,0,0,1,0,0,1,0,0,0
"CentreBack",NA,36,3231,192,88,6.89,31,6,13,12,3,1,2,0,7,2,5,15,8,151,99,52,40,59,19,55,19,19,9,0,1,123,33,2,22,0,0,0,0,2251,164,171,1794,122,14,4,10,3,0,0,1,0,0,2,22,0,0
"CentreBack",NA,38,3420,192,88,7.02,27,2,8,17,1,0,1,0,13,3,10,21,8,194,122,72,66,89,23,71,17,36,7,0,0,223,58,7,15,0,0,0,0,1493,164,195,1006,128,11,4,7,1,0,0,0,0,0,1,4,0,0
"CentreBack",NA,33,2933,192,88,6.84,32,6,4,22,5,0,1,4,8,2,6,12,1,117,78,39,30,37,7,32,20,22,5,2,2,104,20,2,9,0,0,0,0,2223,180,133,1808,102,10,2,8,0,0,0,0,0,0,0,0,0,0
